Gene	sgRNA	Vehicle|beta	Vehicle|z	Vehicle|p-value	Vehicle|fdr	Vehicle|wald-p-value	Vehicle|wald-fdr	APR|beta	APR|z	APR|p-value	APR|fdr	APR|wald-p-value	APR|wald-fdr
ARHGEF7	4	0.19694	1.1312	0.2764	0.87054	0.25796	0.95209	0.18349	1.053	0.42417	0.93471	0.29233	0.7715
PANO1	4	0.1093	0.68292	0.55091	0.95922	0.49466	0.95281	-0.37482	-2.3198	0.1341	0.70804	0.020351	0.64271
TMX2	4	-1.2086	-2.3554	0.00029833	0.012821	0.018504	0.75333	-0.55856	-1.1058	0.041169	0.42571	0.2688	0.76828
ADGRA2	4	-0.31697	-1.6245	0.15677	0.7694	0.10426	0.95209	0.0044662	0.022996	0.97887	0.9997	0.98165	0.99552
C5orf51	4	0.19782	0.94604	0.27431	0.86859	0.34413	0.95209	0.29204	1.3969	0.18735	0.78484	0.16244	0.75718
ARID5B	4	-0.23623	-1.7162	0.26755	0.86645	0.086126	0.95209	0.019704	0.14345	0.96644	0.99892	0.88594	0.96687
RC3H2	4	0.14236	0.83659	0.437	0.93584	0.40282	0.95209	0.16837	0.98934	0.46589	0.94561	0.3225	0.78303
HNRNPCL4	4	-0.22746	-0.73022	0.28366	0.87431	0.46526	0.95209	-0.25483	-0.81647	0.27879	0.87326	0.41423	0.81163
RTTN	4	-0.34585	-0.67505	0.12858	0.71515	0.49964	0.95281	-0.31862	-0.6212	0.19014	0.78989	0.53447	0.84543
ADD3	4	-0.35936	-2.3349	0.11814	0.69393	0.019548	0.77787	-0.022886	-0.14873	0.88261	0.99652	0.88176	0.96475
KIAA1191	4	0.07988	0.34291	0.66895	0.97443	0.73166	0.96644	0.055906	0.23998	0.84064	0.99366	0.81035	0.94148
CXCL13	4	-0.16269	-0.93219	0.42507	0.93442	0.35124	0.95209	-0.16804	-0.96276	0.44983	0.943	0.33567	0.78952
controlguide821	1	0.10714	0.53993	0.77695	0.98786	0.58925	0.953	0.15312	0.77164	0.72882	0.98372	0.44033	0.81788
EVC2	4	0.074982	0.53501	0.68859	0.97799	0.59265	0.953	0.19569	1.3964	0.39086	0.92581	0.16258	0.75718
ZER1	4	0.13269	0.72116	0.46882	0.94489	0.47081	0.95209	0.18425	1.0014	0.42233	0.93422	0.31662	0.78121
OR52K2	4	0.019747	0.069587	0.91557	0.99405	0.94452	0.99308	0.22167	0.78161	0.32558	0.90175	0.43444	0.81731
OCIAD2	4	-0.093688	-0.47394	0.63465	0.97028	0.63554	0.9548	0.094565	0.47939	0.70222	0.98372	0.63166	0.87773
KIAA1147	4	-0.19516	-0.70008	0.34735	0.9127	0.48388	0.95224	-0.11965	-0.4294	0.57185	0.96527	0.66763	0.89062
SEMA4C	4	-0.023346	-0.14849	0.90304	0.99333	0.88196	0.98303	-0.059155	-0.37617	0.75999	0.98514	0.70679	0.90754
MMP10	4	-0.092326	-0.70819	0.63932	0.9713	0.47883	0.95209	-0.11323	-0.86776	0.59164	0.96984	0.38553	0.80378
FBXO48	4	0.15969	1.1002	0.38007	0.92205	0.27124	0.95209	-0.069042	-0.47488	0.72882	0.98372	0.63487	0.87889
SCN4A	4	0.11318	0.45009	0.53724	0.95726	0.65265	0.95738	0.090681	0.36049	0.71614	0.98372	0.71848	0.91177
PTPRU	4	-0.048834	-0.21553	0.80246	0.99079	0.82935	0.9789	0.12402	0.54921	0.60029	0.97113	0.58286	0.86172
CEP295NL	4	-0.090571	-0.6118	0.64558	0.9713	0.54067	0.953	-0.10942	-0.73909	0.60342	0.9712	0.45986	0.82283
PAGE1	4	-0.059703	-0.52089	0.76208	0.98621	0.60245	0.953	0.11839	1.0337	0.61943	0.97254	0.30127	0.7749
GRAMD3	4	0.10578	0.31296	0.56464	0.96113	0.75431	0.96713	0.31827	0.94324	0.14951	0.73176	0.34556	0.79459
MED1	4	-0.057642	-0.37902	0.76989	0.98637	0.70467	0.96138	0.055618	0.36581	0.84154	0.99366	0.7145	0.91029
controlguide984	1	0.25228	0.87572	0.46365	0.94406	0.38118	0.95209	0.047133	0.16361	0.92467	0.9983	0.87004	0.96108
CHRNG	4	-0.23086	-1.3034	0.277	0.87074	0.19243	0.95209	-0.21209	-1.1974	0.3563	0.91355	0.23116	0.76342
controlguide96	1	0.45771	0.52216	0.18725	0.80136	0.60156	0.953	0.51215	0.58426	0.20978	0.81213	0.55904	0.85476
SP1	4	0.32749	1.6371	0.06782	0.54867	0.10162	0.95209	0.058882	0.294	0.82881	0.99273	0.76876	0.92775
DBI	4	-0.3131	-1.0474	0.16125	0.77528	0.29491	0.95209	-0.22901	-0.76686	0.32344	0.90118	0.44316	0.81848
AKAP3	4	0.1639	0.64714	0.36829	0.91796	0.51754	0.953	0.42619	1.685	0.052904	0.48696	0.091987	0.75718
ZFP14	4	0.23579	1.1116	0.19237	0.80415	0.26633	0.95209	0.33827	1.5947	0.1255	0.69493	0.11078	0.75718
MPHOSPH6	4	0.04679	0.35349	0.80126	0.99079	0.72372	0.96533	-0.081428	-0.61479	0.68651	0.98159	0.5387	0.84711
FAM9C	4	-0.031579	-0.24688	0.87092	0.99121	0.805	0.97506	-0.24816	-1.9388	0.28913	0.87739	0.052527	0.75718
DDX24	4	0.46216	1.4844	0.011237	0.18771	0.13771	0.95209	0.19065	0.60587	0.40523	0.93142	0.5446	0.84881
LOC100132146	4	-0.074237	-0.37536	0.70838	0.98061	0.70739	0.96138	-0.020349	-0.10289	0.89166	0.99668	0.91805	0.9764
HCAR2	4	0.19179	1.058	0.28998	0.87776	0.29005	0.95209	0.22617	1.2476	0.31548	0.89727	0.21219	0.76098
HSD3B2	4	0.097219	0.61925	0.59775	0.966	0.53575	0.953	0.082745	0.52686	0.7418	0.98514	0.59829	0.86725
controlguide317	1	0.26825	0.80205	0.43606	0.93584	0.42252	0.95209	0.13063	0.39058	0.77034	0.98694	0.69611	0.90238
NME3	4	-0.095555	-0.35988	0.62759	0.96918	0.71894	0.96421	-0.02552	-0.096131	0.87376	0.99571	0.92342	0.97681
TGM6	4	0.077371	0.66287	0.67825	0.97591	0.50741	0.95281	0.02683	0.22987	0.94004	0.99873	0.8182	0.94404
SVOP	4	0.048283	0.45948	0.79485	0.99058	0.64589	0.9567	-0.041362	-0.39324	0.82051	0.99243	0.69414	0.90189
COL15A1	4	0.093969	0.46942	0.61053	0.96708	0.63877	0.95481	0.23508	1.1757	0.29679	0.88392	0.23972	0.76342
FUZ	4	0.21944	1.0703	0.22464	0.83527	0.28447	0.95209	0.055057	0.26845	0.84387	0.99432	0.78836	0.93503
TMEM132C	4	0.10533	0.69963	0.56643	0.96113	0.48416	0.95234	0.13613	0.90418	0.5622	0.9627	0.3659	0.79752
AP3M2	4	-0.059994	-0.26479	0.76084	0.98621	0.79117	0.9728	0.27819	1.232	0.21012	0.81269	0.21796	0.76209
WDFY4	4	-0.097496	-0.51252	0.62087	0.96918	0.60829	0.953	-0.018541	-0.097484	0.89832	0.99713	0.92234	0.97673
controlguide921	1	-0.0080349	-0.034822	0.97295	0.99782	0.97222	0.99761	0.20938	0.90742	0.62674	0.97316	0.36419	0.79752
CCDC130	4	0.035602	0.069324	0.84855	0.99121	0.94473	0.99308	-0.064574	-0.12512	0.74259	0.98514	0.90043	0.97232
HBG1	4	0.15989	0.75142	0.37952	0.92205	0.4524	0.95209	0.22107	1.039	0.32707	0.90175	0.29881	0.77375
CUZD1	4	-0.14181	-0.63835	0.48135	0.94713	0.52324	0.953	0.26999	1.2201	0.22549	0.8315	0.22243	0.76209
LXN	4	0.21652	1.685	0.23135	0.83944	0.091996	0.95209	0.09373	0.72914	0.70505	0.98372	0.46591	0.82429
PABPN1L	4	-0.045938	-0.28594	0.81349	0.99079	0.77492	0.9719	-0.084415	-0.52535	0.67756	0.98066	0.59934	0.86761
HACD1	4	-0.12402	-1.4769	0.53724	0.95726	0.13969	0.95209	0.0069383	0.082638	0.98881	0.9999	0.93414	0.97985
ZNF816	4	0.17095	1.1502	0.34835	0.9127	0.25006	0.95209	0.075071	0.50504	0.77024	0.98694	0.61353	0.8722
SPRR4	4	-0.16733	-1.2609	0.41309	0.9299	0.20735	0.95209	-0.14296	-1.0771	0.50925	0.95868	0.28141	0.76981
MAOB	4	-0.56177	-1.726	0.027794	0.34231	0.084341	0.95209	-0.62817	-1.9278	0.027098	0.3432	0.053879	0.75718
NHLH2	4	-0.31534	-1.8287	0.15851	0.77154	0.067448	0.95209	-0.021183	-0.12357	0.88917	0.99668	0.90166	0.97272
ABCC5	4	0.0082222	0.048333	0.96405	0.99782	0.96145	0.99602	-0.29446	-1.7241	0.21972	0.82521	0.084687	0.75718
PWWP2A	4	0.03109	0.11427	0.86759	0.99121	0.90903	0.98965	0.22253	0.81886	0.32319	0.90115	0.41287	0.81129
MGP	4	0.14453	1.2273	0.42974	0.93577	0.21971	0.95209	0.15123	1.284	0.5173	0.95926	0.19914	0.75718
PRY2	4	-0.018102	-0.11734	0.92577	0.99524	0.90659	0.98927	0.13442	0.87182	0.56787	0.96432	0.38331	0.80212
NABP1	4	0.29779	0.9384	0.095615	0.63654	0.34804	0.95209	0.16548	0.52126	0.47489	0.94736	0.60218	0.8682
ERGIC2	4	-0.13829	-0.81122	0.4912	0.94713	0.41724	0.95209	0.24142	1.4195	0.28217	0.87387	0.15574	0.75718
TRMT2B	4	0.21027	0.60517	0.24528	0.85158	0.54506	0.953	0.33225	0.95738	0.13261	0.70706	0.33837	0.7909
LGR6	4	-0.017235	-0.098835	0.92935	0.99553	0.92127	0.99142	0.022293	0.12782	0.95659	0.99892	0.89829	0.97142
ABLIM3	4	0.20473	1.7241	0.25786	0.86029	0.084693	0.95209	0.07951	0.66952	0.75413	0.98514	0.50316	0.83552
ZSCAN31	4	0.30207	1.1605	0.09109	0.6256	0.24586	0.95209	0.25322	0.97258	0.25736	0.85788	0.33076	0.78623
GUCY2D	4	0.067143	0.26878	0.71992	0.98178	0.7881	0.97276	0.25366	1.0168	0.25612	0.85707	0.30926	0.77743
ZNF655	4	-0.048244	-0.24967	0.80484	0.99079	0.80284	0.9747	-0.19413	-1.0007	0.39181	0.92581	0.31699	0.78121
ORM2	4	0.2099	1.4772	0.24592	0.85158	0.13961	0.95209	0.18744	1.3189	0.41418	0.93422	0.18719	0.75718
SLC35G3	4	0.20846	0.76004	0.2494	0.85353	0.44723	0.95209	0.35824	1.3078	0.10506	0.65682	0.19093	0.75718
ZMAT2	4	-0.12184	-0.42231	0.54375	0.95755	0.6728	0.96038	-0.24804	-0.8557	0.28928	0.87739	0.39216	0.80581
OR52N5	4	0.020539	0.38019	0.91199	0.99405	0.7038	0.96138	0.014009	0.2593	0.98732	0.9999	0.79541	0.9363
PDCD4	4	-0.058325	-0.57981	0.767	0.98621	0.56204	0.953	-0.084247	-0.83729	0.678	0.98066	0.40243	0.80793
IFNG	4	-0.12263	-0.51122	0.54107	0.95726	0.6092	0.953	-0.37137	-1.543	0.13743	0.71407	0.12283	0.75718
MRC1	4	-0.04715	-0.33041	0.80857	0.99079	0.74109	0.96644	0.144	1.0092	0.53868	0.96014	0.31288	0.78011
CCL22	4	-0.14389	-0.54254	0.47549	0.94693	0.58745	0.953	0.31343	1.1826	0.15563	0.73757	0.23696	0.76342
GNB2	4	-0.13614	-1.2622	0.49692	0.94779	0.20687	0.95209	0.0038423	0.035647	0.97658	0.99964	0.97156	0.99331
GJD2	4	0.057494	0.55883	0.75761	0.98621	0.57627	0.953	0.02692	0.26164	0.93954	0.99847	0.7936	0.93586
RASGEF1B	4	0.27367	1.0476	0.12669	0.71233	0.29481	0.95209	0.39372	1.5085	0.072942	0.55992	0.13144	0.75718
LDLR	4	0.19872	0.8946	0.27223	0.86742	0.371	0.95209	0.28794	1.2972	0.19401	0.7938	0.19455	0.75718
SDK2	4	-0.17508	-1.1751	0.39399	0.9255	0.23994	0.95209	-0.20256	-1.3592	0.37411	0.91949	0.17409	0.75718
BLOC1S4	4	0.17845	0.66584	0.32483	0.8985	0.50551	0.95281	0.24612	0.91833	0.27203	0.87127	0.35845	0.79752
EZH2	4	-0.82402	-2.0539	0.0037788	0.085011	0.039987	0.95209	-0.70389	-1.7561	0.015265	0.24423	0.079074	0.75718
PCDHGB3	4	-0.01257	-0.078839	0.94809	0.99608	0.93716	0.99172	0.17286	1.0847	0.45321	0.94484	0.27804	0.76981
controlguide616	1	0.27221	0.83919	0.42885	0.93531	0.40136	0.95209	-0.1024	-0.31568	0.81852	0.99243	0.75224	0.92256
C3orf22	4	0.29685	1.317	0.096659	0.64076	0.18784	0.95209	0.23952	1.0623	0.28684	0.87686	0.28811	0.7715
CDH4	4	-0.0062907	-0.027405	0.97181	0.99782	0.97814	0.99834	-0.6974	-3.0289	0.016309	0.25542	0.0024543	0.27271
CNKSR3	4	0.084782	0.32031	0.64628	0.9713	0.74873	0.96707	0.20307	0.76735	0.37142	0.91949	0.44287	0.81848
CCDC25	4	0.089655	0.72208	0.62614	0.96918	0.47025	0.95209	-0.030612	-0.24649	0.8567	0.99571	0.8053	0.93978
ZNF780A	4	-0.085432	-0.4948	0.66527	0.97443	0.62074	0.95408	0.27659	1.6028	0.21266	0.81536	0.10898	0.75718
PIK3CB	4	0.12975	0.86055	0.47872	0.94713	0.38948	0.95209	0.099805	0.66193	0.68382	0.98146	0.50802	0.83769
ZNF740	4	0.083636	0.5311	0.65185	0.97342	0.59535	0.953	-0.10351	-0.65675	0.61928	0.97254	0.51134	0.83794
NUP210L	4	0.12884	0.80672	0.4825	0.94713	0.41983	0.95209	0.20458	1.281	0.36724	0.9186	0.20019	0.75751
PMCH	4	0.21321	1.0694	0.23881	0.8456	0.2849	0.95209	0.28749	1.4422	0.19466	0.7938	0.14925	0.75718
OMG	4	-0.050497	-0.46556	0.79614	0.99079	0.64153	0.95586	0.11609	1.0704	0.62614	0.97316	0.28443	0.77045
GHDC	4	-0.20071	-1.1721	0.33492	0.9052	0.24115	0.95209	-0.064219	-0.37516	0.74403	0.98514	0.70754	0.90787
PROSER3	4	0.36201	1.5341	0.044899	0.44814	0.12501	0.95209	0.17045	0.72217	0.46047	0.94484	0.47019	0.8254
RFX5	4	-0.0049089	-0.01592	0.97733	0.99782	0.9873	0.99917	0.38021	1.2387	0.08393	0.59879	0.21546	0.76098
ADGRE1	4	-0.057107	-0.27027	0.77133	0.98671	0.78695	0.97276	0.19027	0.90195	0.40618	0.93142	0.36709	0.79752
SLC30A3	4	-0.0087987	-0.05985	0.96236	0.99782	0.95228	0.9949	-0.11966	-0.81256	0.57175	0.96527	0.41647	0.81215
KCNE3	4	0.031074	0.26587	0.86759	0.99121	0.79034	0.9728	0.093156	0.79707	0.70714	0.98372	0.42541	0.81431
SOX17	4	0.012063	0.079399	0.9469	0.99597	0.93672	0.9917	-0.0014436	-0.009499	0.95719	0.99892	0.99242	0.99799
PLEKHA8	4	0.048817	0.30149	0.79221	0.99025	0.76304	0.96884	-0.18376	-1.1328	0.41423	0.93422	0.25731	0.76735
EDDM3A	4	0.13524	0.70428	0.46072	0.94406	0.48126	0.95209	0.3553	1.8516	0.10904	0.6688	0.064077	0.75718
C1orf226	4	-0.05921	-0.42233	0.76417	0.98621	0.67279	0.96038	0.1018	0.72644	0.67676	0.98042	0.46757	0.82474
controlguide635	1	0.30379	0.17664	0.37754	0.92183	0.85979	0.98247	0.9945	0.57824	0.022822	0.31352	0.56311	0.85599
DUSP15	4	0.25151	1.2345	0.16478	0.77973	0.21701	0.95209	0.19772	0.97016	0.38504	0.92344	0.33197	0.78705
ETV3L	4	0.059217	0.33109	0.75035	0.98512	0.74057	0.96644	-0.069431	-0.38795	0.72733	0.98372	0.69805	0.90322
CCDC74B	4	-0.021682	-0.29139	0.9103	0.99405	0.77075	0.97029	-0.044464	-0.59684	0.81096	0.99184	0.55062	0.85088
OR2D2	4	0.093862	0.58933	0.61073	0.96708	0.55564	0.953	0.092387	0.57983	0.71017	0.98372	0.56203	0.85548
ACYP1	4	0.47313	1.2493	0.0095963	0.16885	0.21155	0.95209	0.10142	0.26433	0.678	0.98066	0.79153	0.93564
PRDM10	4	-0.0081619	-0.032896	0.96495	0.99782	0.97376	0.99763	-0.047407	-0.19051	0.80072	0.99118	0.84891	0.95483
PEF1	4	0.08785	0.57469	0.63415	0.97025	0.5655	0.953	0.22538	1.4745	0.31693	0.89748	0.14036	0.75718
MKRN1	4	0.076529	0.90203	0.68208	0.97598	0.36704	0.95209	0.12789	1.5074	0.58791	0.96984	0.13171	0.75718
TCF4	4	0.13829	0.65892	0.44943	0.93873	0.50995	0.95281	0.29907	1.4274	0.17636	0.76758	0.15347	0.75718
EPYC	4	-0.013685	-0.17237	0.94362	0.9957	0.86314	0.98247	0.15593	1.9643	0.50447	0.95744	0.049492	0.75718
C16orf52	4	0.07307	0.28866	0.6968	0.97883	0.77284	0.9714	0.25541	1.0142	0.25268	0.85477	0.3105	0.77856
controlguide169	1	0.1603	0.48729	0.66189	0.97443	0.62606	0.95408	0.24931	0.75786	0.54157	0.96014	0.44853	0.8197
ASCL1	4	0.30688	1.174	0.085819	0.60839	0.24038	0.95209	0.39	1.4924	0.075875	0.56919	0.1356	0.75718
FCGR2B	4	-0.064744	-0.26924	0.74259	0.98289	0.78775	0.97276	-0.045206	-0.18791	0.80842	0.99177	0.85094	0.95538
KLF12	4	-0.0079998	-0.056206	0.96559	0.99782	0.95518	0.9949	-0.019414	-0.13636	0.89529	0.99713	0.89154	0.96953
ATP6V0E2	4	0.12838	0.88055	0.48389	0.94713	0.37856	0.95209	0.21303	1.4614	0.34566	0.90939	0.14391	0.75718
OAS3	4	0.039359	0.13902	0.83333	0.99121	0.88944	0.9851	-0.019982	-0.070519	0.89285	0.99668	0.94378	0.98333
FYN	4	0.19905	1.0795	0.27133	0.86742	0.28036	0.95209	0.19997	1.0844	0.37952	0.92233	0.2782	0.76981
TSSK3	4	0.17221	0.59882	0.34477	0.91242	0.54929	0.953	0.4476	1.5569	0.042412	0.43366	0.11949	0.75718
ZRANB2	4	-0.41059	-1.4824	0.083781	0.60509	0.13824	0.95209	-0.10298	-0.37323	0.62132	0.97254	0.70898	0.90845
TCEAL1	4	-0.019423	-0.1066	0.91945	0.99405	0.91511	0.9906	0.10072	0.55295	0.68119	0.98146	0.5803	0.8611
OR11H1	4	-0.25826	-0.8331	0.23285	0.84166	0.40479	0.95209	-0.52491	-1.6637	0.05186	0.48176	0.096173	0.75718
WNT2	4	-0.27695	-1.635	0.2052	0.81569	0.10205	0.95209	-0.15423	-0.91158	0.48061	0.94799	0.36199	0.79752
SFRP4	4	0.39409	0.89956	0.028938	0.3506	0.36835	0.95209	0.55064	1.2593	0.012977	0.22289	0.20793	0.76078
TM4SF5	4	0.30017	1.1804	0.093327	0.63271	0.23783	0.95209	-0.20782	-0.80944	0.36376	0.91591	0.41826	0.81292
LDAH	4	-0.0079161	-0.089215	0.96599	0.99782	0.92891	0.99142	0.039106	0.44073	0.89737	0.99713	0.65941	0.88745
DFFA	4	0.17335	0.794	0.34084	0.90942	0.42719	0.95209	-0.14654	-0.66992	0.50055	0.95567	0.50291	0.83552
ARCN1	4	-0.69138	-1.4833	0.01069	0.18159	0.13801	0.95209	-0.86682	-1.842	0.0052208	0.1168	0.06547	0.75718
PIGO	4	-0.084386	-0.5235	0.66905	0.97443	0.60063	0.953	0.17908	1.1116	0.43611	0.93868	0.26632	0.76828
CHODL	4	0.29467	1.4799	0.099344	0.64736	0.1389	0.95209	0.23436	1.1768	0.29833	0.88496	0.23927	0.76342
GAL3ST2	4	-0.43241	-1.8162	0.0714	0.56023	0.069346	0.95209	-0.42489	-1.7845	0.0983	0.63919	0.074347	0.75718
ZNF669	4	0.13865	0.78076	0.44809	0.93816	0.43495	0.95209	0.054943	0.30928	0.84417	0.99432	0.75711	0.92368
DTX3	4	-0.029859	-0.10598	0.87793	0.99121	0.9156	0.9906	-0.6032	-2.1184	0.031325	0.3695	0.034144	0.75718
SEC61A2	4	0.024146	0.2379	0.89618	0.99291	0.81196	0.97606	0.0719	0.70841	0.78098	0.9887	0.47869	0.82625
CRHR2	4	0.20563	1.4406	0.25597	0.85874	0.14969	0.95209	0.21758	1.5239	0.33517	0.90457	0.12754	0.75718
SMIM22	4	0.13454	0.67681	0.46286	0.94406	0.49853	0.95281	0.009312	0.046797	0.99682	0.9999	0.96268	0.99055
NAALAD2	4	-0.041972	-0.28054	0.82901	0.99079	0.77907	0.9719	0.094975	0.63486	0.70068	0.98372	0.52552	0.84221
ANK1	4	0.23287	1.2378	0.19809	0.80814	0.21578	0.95209	0.24744	1.3152	0.26899	0.86896	0.18843	0.75718
CYTH4	4	0.02971	0.13547	0.87331	0.99121	0.89224	0.9851	0.2612	1.1919	0.24165	0.84566	0.23332	0.76342
ALDH6A1	4	0.23692	1.0901	0.19038	0.80394	0.27566	0.95209	0.24692	1.1361	0.27054	0.87127	0.25593	0.76712
KLHL42	4	-0.11829	-0.70288	0.55479	0.95932	0.48213	0.95209	0.18775	1.1182	0.41309	0.93422	0.26349	0.76791
VPS53	4	-0.47828	-1.8412	0.050368	0.47381	0.065585	0.95209	-0.63163	-2.4256	0.026402	0.34017	0.015282	0.58768
CHST13	4	-0.097055	-0.95349	0.62227	0.96918	0.34034	0.95209	0.066496	0.65388	0.79972	0.99082	0.51319	0.83872
RBAK	4	0.2141	1.0054	0.23648	0.84307	0.31469	0.95209	0.29181	1.3705	0.18785	0.78603	0.17054	0.75718
ZWINT	4	-0.14796	-0.61653	0.46475	0.94406	0.53754	0.953	-0.069459	-0.28955	0.72723	0.98372	0.77216	0.9297
APOBEC1	4	0.21672	0.98632	0.23106	0.83914	0.32398	0.95209	0.37567	1.7099	0.088405	0.60953	0.087287	0.75718
C1orf61	4	0.22268	1.3845	0.21768	0.8283	0.1662	0.95209	0.084563	0.52567	0.73563	0.98469	0.59912	0.86761
SPPL2C	4	-0.082455	-0.58884	0.67557	0.97546	0.55597	0.953	0.27611	1.9719	0.21321	0.81536	0.048617	0.75718
TNMD	4	0.43134	1.0752	0.018397	0.26561	0.2823	0.95209	0.63599	1.5857	0.0046241	0.10814	0.1128	0.75718
TMEM127	4	-0.097442	-0.56569	0.62112	0.96918	0.57161	0.953	0.089607	0.52027	0.71892	0.98372	0.60287	0.8683
WSB1	4	0.48177	1.1285	0.0086018	0.15614	0.2591	0.95209	-0.075837	-0.17494	0.70649	0.98372	0.86113	0.95805
MS4A14	4	-0.084129	-0.56394	0.67005	0.97443	0.5728	0.953	-0.095438	-0.63957	0.64384	0.97782	0.52245	0.84107
HTR3D	4	-0.044192	-0.29655	0.8212	0.99079	0.76681	0.96921	-0.19172	-1.2855	0.39668	0.9275	0.19861	0.75718
controlguide672	1	-0.19735	-0.63535	0.61083	0.96708	0.5252	0.953	0.22921	0.7379	0.59089	0.96984	0.46058	0.82288
SLC5A3	4	-0.14676	-0.78445	0.46713	0.94406	0.43278	0.95209	0.0065067	0.034783	0.98717	0.9999	0.97225	0.99331
MMP2	4	0.072738	0.19447	0.69804	0.97883	0.8458	0.98065	0.49583	1.3318	0.024811	0.32721	0.18292	0.75718
controlguide215	1	0.21431	0.6621	0.53863	0.95726	0.5079	0.95281	-0.2524	-0.77979	0.60317	0.9712	0.43552	0.81731
CH17-360D5.1	4	0.23418	0.99064	0.19565	0.80553	0.32186	0.95209	0.33829	1.4322	0.1255	0.69493	0.15208	0.75718
MYOF	4	0.3357	1.3865	0.061406	0.52321	0.16559	0.95209	0.255	1.0529	0.25348	0.85508	0.29239	0.7715
PITPNM2	4	0.22558	1.6291	0.21191	0.82234	0.1033	0.95209	0.10593	0.76276	0.66174	0.98028	0.44561	0.81903
PALM2-AKAP2	4	-0.33405	-1.3304	0.13962	0.73863	0.18339	0.95209	-0.58063	-2.3065	0.036048	0.3977	0.021081	0.646
SLC3A1	4	-0.015338	-0.10316	0.93675	0.99564	0.91784	0.99067	0.14905	1.0028	0.52441	0.95969	0.31595	0.78112
KDM1B	4	-0.10883	-0.6983	0.58527	0.96518	0.48499	0.95242	-0.056508	-0.36257	0.76934	0.98681	0.71693	0.9116
HNRNPA1	4	-0.06084	-0.15849	0.75746	0.98621	0.87407	0.98277	-0.4065	-1.0543	0.11023	0.6711	0.29173	0.7715
FAM26E	4	0.025441	0.25953	0.89126	0.99291	0.79523	0.97339	-0.0079283	-0.08086	0.93377	0.9983	0.93555	0.98035
CMIP	4	-0.087015	-0.48849	0.65951	0.97443	0.6252	0.95408	-0.22665	-1.2663	0.32712	0.90175	0.20542	0.76078
ARSH	4	-0.026267	-0.16301	0.89161	0.99291	0.87051	0.98277	0.065428	0.4061	0.8043	0.99118	0.68467	0.8964
CASD1	4	0.39034	1.0493	0.031026	0.3662	0.29404	0.95209	0.4815	1.2949	0.028789	0.35305	0.19535	0.75718
ZNF311	4	0.11414	0.68909	0.53371	0.95726	0.49077	0.95281	0.056724	0.34232	0.83761	0.99366	0.73211	0.91586
CATSPER1	4	0.2644	0.98368	0.14205	0.74376	0.32527	0.95209	-0.12598	-0.46689	0.55499	0.9621	0.64058	0.88168
TMEM43	4	0.043544	0.34873	0.81523	0.99079	0.72729	0.96639	-0.1485	-1.1873	0.49553	0.95286	0.2351	0.76342
POU3F1	4	-0.11701	-0.49953	0.55882	0.96036	0.61741	0.95398	-0.29666	-1.2613	0.21644	0.82101	0.20719	0.76078
C6orf106	4	0.24878	0.66064	0.16975	0.78707	0.50884	0.95281	0.41538	1.1044	0.058671	0.50884	0.26942	0.76828
OSBPL11	4	0.031139	0.19256	0.86744	0.99121	0.8473	0.9809	-0.32	-1.9732	0.18795	0.78603	0.048474	0.75718
USP33	4	0.17266	0.94912	0.34313	0.91116	0.34256	0.95209	0.23827	1.3098	0.28908	0.87739	0.19025	0.75718
CCDC185	4	-0.096975	-1.293	0.62246	0.96918	0.19599	0.95209	-0.025504	-0.34008	0.87381	0.99571	0.7338	0.9164
UBR3	4	0.26695	1.116	0.13763	0.73215	0.26441	0.95209	0.1918	0.80095	0.40235	0.93067	0.42316	0.81391
TLR4	4	0.59528	1.4756	0.0013922	0.040346	0.14005	0.95209	0.51004	1.2641	0.021132	0.30028	0.20621	0.76078
SLC26A4	4	0.081072	0.68747	0.66383	0.97443	0.49179	0.95281	0.15555	1.3194	0.50562	0.9578	0.18703	0.75718
SPI1	4	0.087725	0.56303	0.6348	0.97028	0.57341	0.953	0.30656	1.9709	0.16597	0.7535	0.048735	0.75718
PQLC1	4	-0.20487	-0.7802	0.32518	0.89897	0.43528	0.95209	0.10844	0.41305	0.6526	0.97922	0.67957	0.89442
OR4F16	4	0.021295	0.091985	0.90886	0.99405	0.92671	0.99142	-0.50097	-2.1299	0.059815	0.51388	0.033179	0.75591
NLRP5	4	-0.064531	-0.63173	0.74334	0.98298	0.52756	0.953	-0.13513	-1.3217	0.53048	0.9597	0.18627	0.75718
NODAL	4	-0.533	-2.2644	0.033562	0.38157	0.023552	0.82665	-0.1564	-0.66768	0.47549	0.94736	0.50434	0.83623
APMAP	4	-0.095985	-1.023	0.6258	0.96918	0.3063	0.95209	-0.18574	-1.9782	0.40966	0.93317	0.047907	0.75718
MMP13	4	0.20764	1.483	0.25104	0.85403	0.13808	0.95209	-0.20268	-1.4452	0.37381	0.91949	0.14839	0.75718
LGALS9	4	-0.16971	-0.64834	0.40707	0.92885	0.51677	0.953	-0.020593	-0.078897	0.89096	0.99668	0.93711	0.9811
ANXA2R	4	-0.12264	-0.3789	0.54107	0.95726	0.70476	0.96138	-0.44665	-1.3656	0.08572	0.60322	0.17206	0.75718
TDRP	4	-0.014995	-0.065749	0.93825	0.99564	0.94758	0.99435	-0.11357	-0.4967	0.59074	0.96984	0.6194	0.87379
